wdir,temp,maxt,visibility,wspd,datetimeStr,solarenergy,heatindex,cloudcover,mint,datetime,precip,solarradiation,weathertype,snowdepth,sealevelpressure,snow,dew,humidity,precipcover,wgust,conditions,windchill,info
214.29,44.4,51.9,9.6,23.9,2022-05-04T00:00:00-06:00,5.1,,91.2,40.7,1651622400000,0.21,88.5,"Rain Showers, Light Rain",,1010.2,,36.2,73.55,37.5,34.7,"Rain, Overcast",32.3,
264.79,53.4,69.5,9.9,10.7,2022-05-05T00:00:00-06:00,19.8,,55.5,39.4,1651708800000,0.0,343.6,,,1012.2,,32.2,49.4,0.0,25.3,Partially cloudy,34.9,
165.46,63.3,79.2,9.8,13.1,2022-05-06T00:00:00-06:00,17.9,,54.2,44.3,1651795200000,0.0,310.7,Smoke Or Haze,,1007.3,,27.4,32.34,0.0,28.9,Partially cloudy,40.8,
226.04,69.2,87.4,9.9,24.3,2022-05-07T00:00:00-06:00,21.7,83.8,44.8,53.4,1651881600000,0.0,377.1,,,998.5,,23.8,21.08,0.0,38.0,Partially cloudy,,
196.08,61.5,76.4,9.6,33.1,2022-05-08T00:00:00-06:00,25.7,,34.1,47.0,1651968000000,0.0,445.6,Blowing Or Drifting Snow,,995.7,,29.8,34.8,0.0,46.4,Partially cloudy,43.7,
221.29,69.8,82.1,8.3,31.1,2022-05-09T00:00:00-06:00,25.7,79.7,25.2,58.1,1652054400000,0.0,445.6,"Blowing Or Drifting Snow, Smoke Or Haze",,992.1,,15.5,14.3,0.0,49.4,Partially cloudy,,
221.21,58.4,72.1,9.9,21.7,2022-05-10T00:00:00-06:00,26.4,,15.2,43.3,1652140800000,0.0,458.1,,,1009.4,,26.0,31.08,0.0,30.0,Clear,39.7,
164.83,68.9,88.2,9.9,28.4,2022-05-11T00:00:00-06:00,24.6,84.7,34.0,46.5,1652227200000,0.0,427.9,,,1008.1,,17.6,20.75,0.0,40.6,Partially cloudy,42.9,
215.83,67.3,75.8,9.9,32.7,2022-05-12T00:00:00-06:00,26.7,,18.7,59.6,1652313600000,0.0,463.6,,,1003.1,,-1.3,7.23,0.0,48.9,Clear,,
211.29,61.0,74.6,9.9,22.8,2022-05-13T00:00:00-06:00,27.7,,32.9,44.6,1652400000000,0.0,481.2,,,1012.6,,8.9,14.97,0.0,38.9,Partially cloudy,39.3,
194.38,67.4,78.8,9.9,16.5,2022-05-14T00:00:00-06:00,27.9,,47.5,57.4,1652486400000,0.0,483.8,,,1011.4,,11.6,11.47,0.0,27.1,Partially cloudy,,
197.75,66.0,77.7,9.9,19.7,2022-05-15T00:00:00-06:00,22.8,,29.8,50.7,1652572800000,0.0,395.0,,,1014.8,,25.3,21.81,0.0,27.9,Partially cloudy,,
139.54,64.6,78.1,9.9,15.6,2022-05-16T00:00:00-06:00,16.0,,49.5,45.8,1652659200000,0.0,277.9,Lightning Without Thunder,,1010.9,,30.9,30.41,0.0,42.5,Partially cloudy,42.9,
175.83,70.8,85.2,9.9,22.4,2022-05-17T00:00:00-06:00,13.4,82.1,46.4,53.8,1652745600000,0.0,247.6,,,1006.6,,21.6,19.34,0.0,43.7,Partially cloudy,,
193.75,65.0,76.0,9.9,21.0,2022-05-18T00:00:00-06:00,14.0,,46.9,54.1,1652832000000,0.02,242.8,"Lightning Without Thunder, Thunderstorm, Light Rain",,1011.7,,38.3,38.45,12.5,33.3,"Rain, Partially cloudy",,
163.08,68.3,86.6,9.9,24.0,2022-05-19T00:00:00-06:00,18.7,83.3,51.0,45.9,1652918400000,0.0,325.1,,,998.5,,26.1,29.34,0.0,38.3,Partially cloudy,40.9,
151.96,37.6,47.0,5.4,25.3,2022-05-20T00:00:00-06:00,4.8,,84.5,31.2,1653004800000,0.49,89.4,"Mist, Light Snow, Light Drizzle, Rain, Heavy Rain And Snow, Light Rain And Snow, Fog, Heavy Rain, Light Rain, Snow",3.94,1007.2,,32.5,82.72,62.5,36.7,"Rain, Overcast",23.2,
194.58,31.6,35.3,4.8,9.9,2022-05-21T00:00:00-06:00,11.2,,96.9,29.0,1653091200000,0.42,207.5,"Light Snow, Mist, Fog, Snow",9.06,1024.8,,28.1,87.03,66.67,,"Rain, Overcast",24.5,
193.92,37.7,44.0,8.0,13.4,2022-05-22T00:00:00-06:00,6.8,,97.8,32.4,1653177600000,0.05,118.8,"Mist, Light Snow, Light Rain",3.15,1023.9,,32.8,82.87,29.17,28.3,"Rain, Overcast",25.2,
195.71,45.4,56.3,9.4,16.1,2022-05-23T00:00:00-06:00,9.9,,95.9,38.4,1653264000000,0.08,171.1,"Mist, Light Drizzle, Rain Showers, Light Rain",,1014.7,,37.0,73.63,29.17,26.8,"Rain, Overcast",32.4,
252.08,45.1,54.6,9.5,15.5,2022-05-24T00:00:00-06:00,11.7,,95.7,39.9,1653350400000,0.25,203.9,"Lightning Without Thunder, Precipitation In Vicinity, Rain, Thunderstorm, Heavy Rain, Light Rain",,1013.0,,34.9,69.29,37.5,25.3,"Rain, Overcast",32.7,
256.96,52.6,66.8,9.9,19.6,2022-05-25T00:00:00-06:00,23.5,,19.8,38.8,1653436800000,0.0,407.8,,,1012.7,,30.0,46.75,0.0,32.8,Clear,32.8,
155.75,62.5,75.9,9.9,12.8,2022-05-26T00:00:00-06:00,25.0,,17.9,45.4,1653523200000,0.0,434.4,,,1013.7,,31.5,34.25,0.0,24.2,Clear,41.1,
192.92,69.5,84.9,9.7,32.3,2022-05-27T00:00:00-06:00,24.1,81.8,51.3,51.2,1653609600000,0.0,418.9,Smoke Or Haze,,1010.5,,29.7,26.67,0.0,48.8,Partially cloudy,,
253.75,69.2,83.9,9.9,21.1,2022-05-28T00:00:00-06:00,13.8,81.1,48.4,54.9,1653696000000,0.0,238.8,,,1002.3,,22.8,20.92,0.0,34.9,Partially cloudy,,
191.63,63.8,78.3,9.9,22.4,2022-05-29T00:00:00-06:00,26.4,,40.3,53.3,1653782400000,0.0,458.4,Lightning Without Thunder,,993.7,,30.4,30.2,0.0,42.3,Partially cloudy,,
273.5,58.4,66.5,9.9,21.4,2022-05-30T00:00:00-06:00,24.6,,45.8,51.3,1653868800000,0.01,427.6,,,1000.0,,18.6,23.45,4.17,39.1,"Rain, Partially cloudy",,
214.08,53.5,65.8,9.9,22.7,2022-05-31T00:00:00-06:00,25.8,,68.4,42.6,1653955200000,0.03,447.9,Light Rain,,1011.7,,29.1,41.83,4.17,32.1,"Rain, Partially cloudy",33.4,
184.83,44.6,50.1,8.0,17.6,2022-06-01T00:00:00-06:00,7.2,,98.3,39.7,1654041600000,0.47,124.3,"Mist, Light Snow, Light Drizzle, Rain, Light Rain And Snow, Heavy Rain, Light Rain",,1020.6,,40.7,86.92,45.83,28.8,"Rain, Overcast",31.8,
156.38,52.5,60.8,9.4,12.2,2022-06-02T00:00:00-06:00,8.4,,87.8,45.8,1654128000000,0.02,145.6,"Drizzle, Mist, Heavy Drizzle, Light Drizzle",,1018.2,,44.9,76.86,8.33,,"Rain, Overcast",42.0,
168.96,56.7,66.8,9.1,12.5,2022-06-03T00:00:00-06:00,5.5,,78.9,48.6,1654214400000,0.02,94.9,"Lightning Without Thunder, Mist, Thunderstorm",,1011.8,,47.6,73.94,4.17,24.2,"Rain, Overcast",46.5,
201.92,66.3,80.9,9.9,16.6,2022-06-04T00:00:00-06:00,19.5,78.9,45.4,47.4,1654300800000,0.0,339.3,,,1006.8,,36.9,42.6,0.0,37.0,Partially cloudy,44.5,
225.92,68.6,78.1,9.9,14.5,2022-06-05T00:00:00-06:00,19.4,,69.3,56.5,1654387200000,0.0,337.6,,,1004.8,,37.0,34.53,0.0,25.3,Partially cloudy,,
156.08,62.9,73.7,9.8,25.1,2022-06-06T00:00:00-06:00,9.8,,58.0,51.1,1654473600000,0.19,170.5,"Lightning Without Thunder, Rain, Thunderstorm, Heavy Rain, Light Rain",,1008.5,,46.6,56.9,25.0,40.3,"Rain, Partially cloudy",,
172.92,64.6,78.3,9.9,22.6,2022-06-07T00:00:00-06:00,18.7,,53.6,52.3,1654560000000,0.0,324.4,"Lightning Without Thunder, Precipitation In Vicinity, Thunderstorm",,1010.2,,50.4,63.09,0.0,39.1,Partially cloudy,,
220.88,62.0,71.5,9.9,28.1,2022-06-08T00:00:00-06:00,24.4,,50.8,53.6,1654646400000,0.0,424.0,,,1015.6,,38.3,43.27,0.0,44.4,Partially cloudy,,
197.54,67.7,81.2,9.9,12.9,2022-06-09T00:00:00-06:00,11.1,79.4,66.5,52.8,1654732800000,0.01,193.1,"Lightning Without Thunder, Thunderstorm, Light Rain",,1011.8,,45.0,49.74,4.17,31.1,"Rain, Partially cloudy",,
191.96,73.1,84.5,9.9,16.4,2022-06-10T00:00:00-06:00,24.8,82.0,35.1,61.1,1654819200000,0.0,429.7,,,1014.0,,46.0,39.22,0.0,20.8,Partially cloudy,,
192.29,79.5,93.1,9.9,12.5,2022-06-11T00:00:00-06:00,27.8,88.7,32.9,60.4,1654905600000,0.0,482.7,"Lightning Without Thunder, Thunderstorm",,1008.6,,39.9,29.16,0.0,27.7,Partially cloudy,,
203.79,79.3,92.9,9.9,28.0,2022-06-12T00:00:00-06:00,19.2,88.4,48.3,62.7,1654992000000,0.0,332.9,Lightning Without Thunder,,1004.4,,35.7,24.21,0.0,40.8,Partially cloudy,,
212.75,81.3,93.0,9.8,21.8,2022-06-13T00:00:00-06:00,24.8,88.5,11.6,66.3,1655078400000,0.0,430.8,,,999.3,,24.5,13.8,0.0,33.9,Clear,,
214.63,70.7,81.4,9.9,21.8,2022-06-14T00:00:00-06:00,19.4,79.5,27.0,53.6,1655164800000,0.0,336.8,,,1001.3,,34.5,28.3,0.0,32.4,Partially cloudy,,
218.75,67.5,83.4,9.9,23.0,2022-06-15T00:00:00-06:00,28.8,80.7,6.3,52.6,1655251200000,0.0,499.9,,,1009.7,,36.9,35.25,0.0,33.9,Clear,,
145.08,73.3,89.0,9.9,19.0,2022-06-16T00:00:00-06:00,24.9,85.3,6.4,52.4,1655337600000,0.0,431.5,,,1014.5,,42.0,36.34,0.0,29.1,Clear,,
203.54,78.2,91.7,9.9,25.4,2022-06-17T00:00:00-06:00,23.8,87.5,34.6,64.1,1655424000000,0.0,413.6,,,1011.4,,44.1,33.81,0.0,39.7,Partially cloudy,,
153.29,74.1,87.8,9.9,25.8,2022-06-18T00:00:00-06:00,16.0,84.3,56.4,58.4,1655510400000,0.0,277.1,"Lightning Without Thunder, Light Rain",,1010.1,,44.2,36.1,0.0,44.8,Partially cloudy,,
177.67,73.1,82.4,9.9,24.0,2022-06-19T00:00:00-06:00,15.8,80.4,71.0,61.9,1655596800000,0.0,273.9,Rain Showers,,1009.8,,42.3,34.34,0.0,37.4,Partially cloudy,,
161.71,71.1,83.7,9.9,23.3,2022-06-20T00:00:00-06:00,16.6,80.8,60.2,58.4,1655683200000,0.0,270.5,,,1010.6,,35.1,32.08,0.0,37.1,Partially cloudy,,
174.75,63.0,69.4,9.9,15.5,2022-06-21T00:00:00-06:00,16.7,,62.0,53.0,1655769600000,0.0,272.2,,,1022.2,,28.9,28.79,0.0,29.7,Partially cloudy,,
123.33,62.8,75.9,9.9,13.5,2022-06-22T00:00:00-06:00,17.6,,52.2,45.4,1655856000000,0.0,306.3,,,1022.6,,38.8,44.39,0.0,21.9,Partially cloudy,41.6,
182.58,72.8,86.3,9.9,14.2,2022-06-23T00:00:00-06:00,20.2,82.9,52.8,53.3,1655942400000,0.0,349.9,,,1010.3,,37.1,31.31,0.0,32.6,Partially cloudy,,
224.79,74.7,84.3,9.9,25.3,2022-06-24T00:00:00-06:00,16.3,81.3,58.0,64.6,1656028800000,0.0,283.7,Rain Showers,,1008.7,,36.7,26.23,0.0,33.3,Partially cloudy,,
241.29,64.0,71.9,9.6,24.8,2022-06-25T00:00:00-06:00,18.2,,76.6,55.9,1656115200000,0.37,316.7,"Lightning Without Thunder, Mist, Thunderstorm, Rain, Rain Showers, Heavy Rain, Light Rain",,1017.3,,45.5,53.98,16.67,36.6,"Rain, Overcast",,
158.88,56.3,60.2,8.4,15.7,2022-06-26T00:00:00-06:00,9.3,,97.1,52.1,1656201600000,0.12,160.8,"Mist, Rain Showers, Light Rain",,1026.1,,50.1,80.32,29.17,,"Rain, Overcast",,
144.75,61.3,72.5,9.8,17.3,2022-06-27T00:00:00-06:00,20.3,,72.1,52.8,1656288000000,0.0,353.0,,,1025.0,,50.5,69.89,0.0,21.9,Partially cloudy,,
167.38,69.9,86.5,9.9,16.6,2022-06-28T00:00:00-06:00,22.9,83.1,32.0,51.3,1656374400000,0.0,398.3,,,1019.8,,42.5,46.17,0.0,26.3,Partially cloudy,,
138.75,74.1,90.4,9.9,19.0,2022-06-29T00:00:00-06:00,20.8,86.3,49.7,53.3,1656460800000,0.0,361.8,"Lightning Without Thunder, Thunderstorm, Light Rain",,1015.3,,39.3,32.72,0.0,34.9,Partially cloudy,,
228.13,70.2,86.3,9.9,25.0,2022-06-30T00:00:00-06:00,11.2,83.2,83.2,63.0,1656547200000,0.05,194.1,"Thunderstorm, Rain Showers, Light Rain",,1014.6,,49.4,50.88,12.5,39.0,"Rain, Overcast",,
215.29,64.2,77.4,9.9,20.9,2022-07-01T00:00:00-06:00,14.4,,70.9,54.9,1656633600000,0.08,250.8,"Lightning Without Thunder, Rain Showers, Light Rain",,1017.3,,51.3,65.21,25.0,42.5,"Rain, Partially cloudy",,
168.79,66.9,83.5,9.9,14.8,2022-07-02T00:00:00-06:00,20.0,81.1,50.1,55.2,1656720000000,0.02,347.1,"Lightning Without Thunder, Rain Showers, Light Rain",,1015.2,,50.5,60.21,12.5,20.8,"Rain, Partially cloudy",,
185.25,69.1,86.0,9.9,15.7,2022-07-03T00:00:00-06:00,15.1,83.3,73.0,55.7,1656806400000,0.08,262.8,"Lightning Without Thunder, Rain Showers",,1011.9,,51.5,56.93,8.33,23.0,"Rain, Partially cloudy",,
168.21,75.0,89.4,9.9,17.5,2022-07-04T00:00:00-06:00,17.7,85.7,55.2,58.7,1656892800000,0.06,306.8,"Lightning Without Thunder, Rain Showers, Light Rain",,1009.9,,46.7,41.35,8.33,33.9,"Rain, Partially cloudy",,
259.46,74.4,87.1,9.9,16.4,2022-07-05T00:00:00-06:00,12.9,83.8,66.7,61.3,1656979200000,0.0,223.9,Rain Showers,,1010.6,,47.1,39.87,0.0,24.2,Partially cloudy,,
154.79,70.7,82.6,9.9,23.7,2022-07-06T00:00:00-06:00,21.0,81.0,66.4,61.0,1657065600000,0.03,363.8,"Lightning Without Thunder, Thunderstorm, Light Rain",,1013.0,,52.2,54.33,8.33,35.4,"Rain, Partially cloudy",,
164.54,71.0,86.8,9.8,15.7,2022-07-07T00:00:00-06:00,17.4,83.6,60.1,58.0,1657152000000,0.02,284.9,"Lightning Without Thunder, Rain, Thunderstorm, Heavy Rain",,1015.6,,51.7,56.89,8.33,43.1,"Rain, Partially cloudy",,
163.21,74.3,88.7,9.9,23.6,2022-07-08T00:00:00-06:00,17.9,85.3,53.8,56.9,1657238400000,0.0,311.3,Lightning Without Thunder,,1019.1,,51.0,47.55,4.17,37.9,Partially cloudy,,
144.92,79.0,94.6,9.9,17.6,2022-07-09T00:00:00-06:00,20.6,90.4,31.9,58.4,1657324800000,0.0,357.7,Thunderstorm,,1018.5,,48.4,39.89,4.17,32.2,Partially cloudy,,
191.33,78.0,95.5,9.9,36.6,2022-07-10T00:00:00-06:00,18.4,90.8,53.4,61.5,1657411200000,0.05,319.6,"Lightning Without Thunder, Thunderstorm, Light Rain",,1015.6,,45.4,36.99,20.83,53.6,"Rain, Partially cloudy",,
179.38,69.0,75.4,9.9,32.4,2022-07-11T00:00:00-06:00,15.9,,65.7,62.0,1657497600000,0.01,276.3,"Lightning Without Thunder, Rain Showers",,1017.5,,50.1,51.34,4.17,44.0,"Rain, Partially cloudy",,
141.33,70.0,83.7,9.9,16.4,2022-07-12T00:00:00-06:00,19.6,81.2,36.1,54.6,1657584000000,0.0,340.1,Lightning Without Thunder,,1017.7,,47.9,50.17,0.0,28.0,Partially cloudy,,
191.33,76.7,94.1,9.9,11.0,2022-07-13T00:00:00-06:00,20.6,89.6,57.6,54.3,1657670400000,0.0,357.1,,,1014.6,,40.6,33.35,0.0,28.9,Partially cloudy,,
220.67,78.1,92.8,9.9,25.5,2022-07-14T00:00:00-06:00,19.1,88.6,55.6,65.2,1657756800000,0.04,332.1,"Lightning Without Thunder, Thunderstorm, Rain Showers, Light Rain",,1014.7,,42.8,30.24,8.33,39.1,"Rain, Partially cloudy",,
234.67,77.6,94.3,9.9,19.4,2022-07-15T00:00:00-06:00,13.3,90.3,64.9,61.5,1657843200000,0.06,230.9,"Lightning Without Thunder, Light Rain",,1016.1,,48.7,40.11,12.5,31.1,"Rain, Partially cloudy",,
241.04,73.7,87.8,9.9,19.1,2022-07-16T00:00:00-06:00,17.2,85.2,60.7,63.4,1657929600000,0.08,297.8,"Lightning Without Thunder, Thunderstorm, Rain Showers, Light Rain",,1016.6,,55.2,55.37,16.67,31.1,"Rain, Partially cloudy",,
162.88,76.6,91.0,9.9,15.1,2022-07-17T00:00:00-06:00,26.1,87.4,26.2,60.0,1658016000000,0.0,453.7,,,1015.7,,49.4,44.63,0.0,23.6,Partially cloudy,,
126.5,76.2,92.5,9.9,16.2,2022-07-18T00:00:00-06:00,12.7,88.7,57.4,61.8,1658102400000,0.1,220.9,"Lightning Without Thunder, Thunderstorm, Rain Showers, Light Rain",,1012.8,,50.4,42.98,8.33,44.7,"Rain, Partially cloudy",,
259.17,80.3,93.5,9.9,22.8,2022-07-19T00:00:00-06:00,14.6,89.4,75.5,70.6,1658188800000,0.03,253.8,"Lightning Without Thunder, Squalls, Thunderstorm, Light Rain",,1011.4,,47.7,34.06,12.5,70.2,"Rain, Overcast",,
186.17,73.4,88.7,9.8,18.0,2022-07-20T00:00:00-06:00,15.7,86.2,71.2,63.6,1658275200000,0.57,272.3,"Lightning Without Thunder, Thunderstorm, Light Rain",,1014.7,,53.8,53.49,29.17,40.3,"Rain, Partially cloudy",,
155.21,75.6,88.6,9.9,15.7,2022-07-21T00:00:00-06:00,21.0,85.5,34.4,58.5,1658361600000,0.04,364.9,"Lightning Without Thunder, Thunderstorm",,1013.7,,49.1,43.59,4.17,26.7,"Rain, Partially cloudy",,
258.17,78.3,92.2,9.9,23.6,2022-07-22T00:00:00-06:00,12.8,88.2,28.1,62.4,1658448000000,0.02,222.9,"Lightning Without Thunder, Light Rain",,1011.6,,43.7,32.77,4.17,41.1,"Rain, Partially cloudy",,
165.83,76.2,95.4,9.9,29.8,2022-07-23T00:00:00-06:00,16.9,91.0,56.3,62.0,1658534400000,0.01,292.9,"Lightning Without Thunder, Rain Showers, Light Rain",,1011.2,,47.0,39.16,8.33,44.1,"Rain, Partially cloudy",,
186.75,70.0,84.9,9.6,17.2,2022-07-24T00:00:00-06:00,20.4,82.9,70.8,61.0,1658620800000,0.49,353.4,"Lightning Without Thunder, Mist, Thunderstorm, Rain Showers, Light Rain",,1015.8,,55.5,64.15,16.67,39.1,"Rain, Partially cloudy",,
142.5,68.0,83.4,9.4,21.6,2022-07-25T00:00:00-06:00,15.2,83.0,85.4,61.1,1658707200000,0.27,264.6,"Lightning Without Thunder, Mist, Thunderstorm, Rain Showers, Light Rain",,1014.8,,59.1,76.72,33.33,32.9,"Rain, Overcast",,
172.88,70.2,86.6,9.2,20.2,2022-07-26T00:00:00-06:00,20.0,84.1,77.1,59.5,1658793600000,1.24,347.8,"Lightning Without Thunder, Mist, Thunderstorm, Rain, Rain Showers, Heavy Rain, Light Rain",,1013.8,,55.5,66.66,25.0,37.8,"Rain, Overcast",,
182.08,71.5,84.4,9.9,17.7,2022-07-27T00:00:00-06:00,25.3,82.5,65.1,59.2,1658880000000,0.19,439.6,"Rain Showers, Light Rain",,1014.9,,56.4,62.64,16.67,24.2,"Rain, Partially cloudy",,
187.46,65.6,70.2,9.9,23.0,2022-07-28T00:00:00-06:00,6.0,,92.4,60.6,1658966400000,0.0,104.8,"Rain Showers, Light Rain",,1017.9,,54.7,68.16,4.17,36.8,Overcast,,
134.92,64.4,75.1,9.5,14.3,2022-07-29T00:00:00-06:00,14.7,,86.9,57.5,1659052800000,1.15,256.1,"Mist, Light Drizzle, Rain, Thunderstorm, Rain Showers, Heavy Rain, Light Rain",,1018.6,,56.8,77.9,20.83,29.0,"Rain, Overcast",,
202.46,67.8,82.3,9.5,9.6,2022-07-30T00:00:00-06:00,23.4,81.3,67.5,57.2,1659139200000,0.0,405.9,"Mist, Light Drizzle, Rain Showers",,1017.6,,55.0,67.66,4.17,,Partially cloudy,,
179.79,72.0,84.8,9.9,19.8,2022-07-31T00:00:00-06:00,19.7,82.4,48.4,60.0,1659225600000,0.0,342.3,"Lightning Without Thunder, Thunderstorm, Rain Showers, Light Rain",,1016.5,,52.8,56.82,4.17,34.9,Partially cloudy,,
196.08,73.4,87.8,9.9,15.6,2022-08-01T00:00:00-06:00,15.8,84.8,50.7,57.3,1659312000000,0.02,273.8,"Rain Showers, Light Rain",,1015.0,,49.7,47.31,4.17,28.9,"Rain, Partially cloudy",,
307.04,77.8,89.3,9.9,16.9,2022-08-02T00:00:00-06:00,17.7,86.1,55.6,67.1,1659398400000,0.0,306.6,,,1009.7,,49.4,38.77,0.0,33.1,Partially cloudy,,
247.25,73.3,84.4,9.9,16.6,2022-08-03T00:00:00-06:00,10.5,82.2,50.9,64.0,1659484800000,0.0,181.9,"Lightning Without Thunder, Thunderstorm, Rain Showers, Light Rain",,1013.6,,51.6,48.26,0.0,24.2,Partially cloudy,,
143.0,72.5,87.8,9.9,24.2,2022-08-04T00:00:00-06:00,20.1,85.5,49.5,59.0,1659571200000,0.0,349.3,"Lightning Without Thunder, Thunderstorm, Rain Showers, Light Rain",,1015.1,,54.4,56.32,0.0,44.6,Partially cloudy,,
211.17,75.3,88.4,9.9,10.8,2022-08-05T00:00:00-06:00,16.3,85.7,62.6,61.4,1659657600000,0.0,282.7,,,1011.4,,54.5,52.62,0.0,,Partially cloudy,,
256.22,75.6,87.3,9.9,28.1,2022-08-06T00:00:00-06:00,15.2,84.8,64.9,67.0,1659744000000,0.0,264.6,"Lightning Without Thunder, Thunderstorm",,1012.5,,53.5,48.25,0.0,39.1,Partially cloudy,,
204.17,72.1,82.8,9.9,17.8,2022-08-07T00:00:00-06:00,8.8,81.8,87.9,62.8,1659830400000,0.04,162.9,"Lightning Without Thunder, Thunderstorm, Rain Showers, Light Rain",,1016.2,,56.7,60.36,12.5,30.4,"Rain, Overcast",,
152.83,68.6,78.4,9.9,13.4,2022-08-08T00:00:00-06:00,23.2,,66.5,59.9,1659916800000,0.13,403.6,"Thunderstorm, Rain Showers, Light Rain",,1019.1,,58.3,71.62,16.67,21.9,"Rain, Partially cloudy",,
122.67,72.2,84.1,9.9,11.2,2022-08-09T00:00:00-06:00,23.2,82.3,41.0,59.4,1660003200000,0.0,403.5,,,1017.7,,53.6,56.08,0.0,19.2,Partially cloudy,,
161.29,73.7,84.6,9.9,13.9,2022-08-10T00:00:00-06:00,22.2,82.4,16.1,58.7,1660089600000,0.0,384.6,,,1020.5,,53.0,52.17,0.0,20.2,Clear,,
130.92,73.6,88.0,9.9,13.2,2022-08-11T00:00:00-06:00,21.7,84.6,25.2,56.1,1660176000000,0.0,377.2,,,1018.5,,50.0,48.56,0.0,21.9,Partially cloudy,,
156.29,74.6,88.7,9.9,16.1,2022-08-12T00:00:00-06:00,22.1,85.4,36.7,55.8,1660262400000,0.0,382.8,,,1017.2,,46.8,40.96,0.0,23.0,Partially cloudy,,
204.29,74.8,88.6,9.9,27.1,2022-08-13T00:00:00-06:00,20.4,85.3,31.7,61.2,1660348800000,0.0,378.5,Lightning Without Thunder,,1015.8,,48.6,42.7,0.0,39.8,Partially cloudy,,
204.42,75.1,91.0,9.9,17.9,2022-08-14T00:00:00-06:00,15.0,87.4,39.6,60.1,1660435200000,0.0,296.9,Lightning Without Thunder,,1013.0,,48.5,41.96,0.0,29.9,Partially cloudy,,
236.08,70.8,85.6,9.6,23.2,2022-08-15T00:00:00-06:00,16.0,83.3,59.8,61.4,1660521600000,0.42,341.5,"Lightning Without Thunder, Thunderstorm, Rain, Heavy Rain, Light Rain",,1014.9,,52.5,55.91,20.83,36.5,"Rain, Partially cloudy",,
238.67,63.2,70.6,9.3,14.1,2022-08-16T00:00:00-06:00,6.0,,95.2,58.6,1660608000000,0.49,110.7,"Mist, Precipitation In Vicinity, Rain, Rain Showers, Heavy Rain, Light Rain",,1018.7,,55.8,77.3,41.67,,"Rain, Overcast",,
183.33,65.6,75.7,9.9,10.2,2022-08-17T00:00:00-06:00,17.0,,74.6,54.6,1660694400000,0.01,314.0,,,1020.7,,52.1,64.72,4.17,17.2,"Rain, Partially cloudy",,
176.92,70.4,83.9,9.8,13.2,2022-08-18T00:00:00-06:00,20.0,81.2,31.0,56.0,1660780800000,0.0,370.9,,,1015.1,,45.7,48.04,0.0,18.3,Partially cloudy,,
239.38,67.0,82.0,9.8,18.8,2022-08-19T00:00:00-06:00,15.1,80.2,57.5,59.1,1660867200000,0.22,280.0,"Lightning Without Thunder, Thunderstorm, Light Rain",,1012.8,,46.9,50.63,25.0,34.3,"Rain, Partially cloudy",,
120.88,61.7,69.2,9.8,16.1,2022-08-20T00:00:00-06:00,6.5,,86.6,57.9,1660953600000,0.02,128.2,"Rain Showers, Light Rain",,1014.5,,52.5,72.27,4.17,22.3,"Rain, Overcast",,
141.29,63.4,74.8,9.8,18.1,2022-08-21T00:00:00-06:00,24.1,,51.8,52.6,1661040000000,0.05,445.5,Lightning Without Thunder,,1015.0,,50.5,64.73,8.33,27.7,"Rain, Partially cloudy",,
