wdir,temp,maxt,visibility,wspd,datetimeStr,solarenergy,heatindex,cloudcover,mint,datetime,precip,solarradiation,weathertype,snowdepth,sealevelpressure,snow,dew,humidity,precipcover,wgust,conditions,windchill,info
132.25,66.1,75.9,9.9,12.4,2022-08-22T00:00:00-06:00,10.1,,62.1,57.3,1661126400000,0.0,186.1,,,1016.3,,51.0,60.6,0.0,19.7,Partially cloudy,,
166.33,66.9,77.0,9.9,12.3,2022-08-23T00:00:00-06:00,18.6,,13.6,54.4,1661212800000,0.0,344.9,,,1014.1,,45.6,49.22,0.0,21.9,Clear,,
130.29,68.1,81.2,9.9,11.5,2022-08-24T00:00:00-06:00,20.9,79.5,15.6,53.7,1661299200000,0.0,386.7,,,1014.3,,41.1,39.88,0.0,24.2,Clear,,
182.79,68.4,82.2,9.9,13.8,2022-08-25T00:00:00-06:00,22.2,80.2,32.9,54.9,1661385600000,0.0,412.0,,,1014.7,,43.0,41.87,0.0,27.7,Partially cloudy,,
251.42,67.4,78.7,9.9,18.1,2022-08-26T00:00:00-06:00,12.0,,86.8,62.0,1661472000000,0.03,238.2,Light Rain,,1010.8,,48.9,52.69,8.33,32.2,"Rain, Overcast",,
262.63,70.1,82.5,9.9,10.5,2022-08-27T00:00:00-06:00,22.3,80.2,49.4,56.2,1661558400000,0.0,412.2,,,1006.1,,42.5,41.92,0.0,18.3,Partially cloudy,,
256.5,71.8,85.4,9.9,19.0,2022-08-28T00:00:00-06:00,11.2,82.3,43.0,63.0,1661644800000,0.01,222.1,"Lightning Without Thunder, Squalls, Thunderstorm, Light Rain",,1004.3,,39.0,31.42,4.17,36.7,"Rain, Partially cloudy",,
165.21,73.5,84.7,9.9,13.3,2022-08-29T00:00:00-06:00,16.2,81.8,28.5,61.7,1661731200000,0.0,300.5,,,1008.8,,38.9,30.13,0.0,27.7,Partially cloudy,,
151.08,71.4,83.1,9.9,16.3,2022-08-30T00:00:00-06:00,18.2,81.1,18.5,57.3,1661817600000,0.0,360.9,,,1013.3,,48.1,45.8,0.0,25.4,Clear,,
180.42,70.3,84.3,9.9,12.6,2022-08-31T00:00:00-06:00,15.6,81.9,41.1,60.0,1661904000000,0.06,289.7,"Lightning Without Thunder, Thunderstorm, Light Rain",,1010.4,,48.7,48.26,12.5,28.8,"Rain, Partially cloudy",,
119.0,72.4,90.0,9.9,16.7,2022-09-01T00:00:00-06:00,17.2,85.9,25.7,55.3,1661990400000,0.0,341.1,,,1008.3,,40.5,38.19,0.0,24.2,Partially cloudy,,
57.46,76.3,90.7,9.9,11.0,2022-09-02T00:00:00-06:00,20.3,86.5,45.3,57.0,1662076800000,0.0,401.9,Lightning Without Thunder,,1011.5,,37.5,28.52,4.17,22.3,Partially cloudy,,
156.08,69.0,80.6,9.7,17.0,2022-09-03T00:00:00-06:00,18.6,79.5,33.7,57.4,1662163200000,0.13,369.6,"Lightning Without Thunder, Thunderstorm, Light Rain",,1014.8,,48.3,50.53,20.83,29.7,"Rain, Partially cloudy",,
103.04,71.2,84.3,9.9,9.6,2022-09-04T00:00:00-06:00,19.0,82.0,2.9,55.8,1662249600000,0.0,377.2,,,1011.5,,47.0,45.12,0.0,21.9,Clear,,
162.25,73.5,86.3,9.9,13.6,2022-09-05T00:00:00-06:00,19.8,83.1,7.0,58.7,1662336000000,0.0,392.7,,,1010.8,,42.0,34.32,0.0,21.9,Clear,,
132.33,76.6,91.7,9.9,16.2,2022-09-06T00:00:00-06:00,20.0,87.3,15.5,59.9,1662422400000,0.0,397.4,,,1014.4,,36.0,26.4,0.0,23.6,Clear,,
146.5,76.7,90.2,9.9,18.4,2022-09-07T00:00:00-06:00,18.8,86.1,16.5,62.4,1662508800000,0.0,373.1,,,1018.8,,32.0,21.77,0.0,26.8,Clear,,
150.38,78.2,91.5,9.9,13.2,2022-09-08T00:00:00-06:00,15.6,87.2,39.5,63.2,1662595200000,0.0,309.5,,,1009.8,,33.0,20.58,0.0,34.2,Partially cloudy,,
147.0,64.2,74.3,9.7,23.5,2022-09-09T00:00:00-06:00,17.1,,50.9,53.4,1662681600000,0.01,339.6,"Blowing Or Drifting Snow, Lightning Without Thunder, Light Rain, Smoke Or Haze",,1004.7,,42.2,47.19,4.17,34.4,"Rain, Partially cloudy",,
121.04,49.7,53.1,3.5,11.7,2022-09-10T00:00:00-06:00,3.4,,99.9,47.5,1662768000000,0.25,68.0,"Mist, Light Drizzle",,1020.8,,48.3,95.06,83.33,,"Rain, Overcast",43.2,
163.75,54.9,68.4,7.8,8.5,2022-09-11T00:00:00-06:00,18.1,,55.1,46.5,1662854400000,0.0,359.8,"Mist, Fog",,1023.7,,45.5,73.55,0.0,,Partially cloudy,43.6,
191.75,66.9,82.9,9.9,9.7,2022-09-12T00:00:00-06:00,17.4,80.3,12.0,50.8,1662940800000,0.0,345.6,,,1010.4,,31.0,32.24,0.0,,Clear,,
203.58,69.3,81.2,9.9,16.0,2022-09-13T00:00:00-06:00,16.1,79.1,43.2,56.8,1663027200000,0.0,320.3,,,1004.8,,30.1,24.97,0.0,23.9,Partially cloudy,,
172.46,66.1,76.3,9.9,16.0,2022-09-14T00:00:00-06:00,11.2,,78.7,59.2,1663113600000,0.04,221.7,"Lightning Without Thunder, Light Rain",,1001.4,,41.6,41.55,8.33,29.8,"Rain, Overcast",,
194.92,64.4,74.0,9.9,10.7,2022-09-15T00:00:00-06:00,9.4,,75.4,56.2,1663200000000,0.01,187.4,"Thunderstorm, Light Rain",,1004.7,,43.9,48.41,8.33,25.3,"Rain, Overcast",,
184.42,65.4,79.6,9.9,15.9,2022-09-16T00:00:00-06:00,12.7,,42.3,51.3,1663286400000,0.0,252.9,,,1005.6,,41.1,46.17,0.0,27.7,Partially cloudy,,
187.29,66.5,78.5,9.9,18.3,2022-09-17T00:00:00-06:00,19.2,,21.4,55.1,1663372800000,0.0,380.9,,,1006.1,,37.9,37.19,0.0,33.0,Clear,,
174.29,70.2,83.8,10.0,17.7,2022-09-18T00:00:00-06:00,17.5,80.9,13.7,52.2,1663459200000,0.0,347.9,,,1005.5,,29.3,24.61,0.0,30.9,Clear,,
142.71,72.7,85.9,9.9,10.7,2022-09-19T00:00:00-06:00,13.1,82.6,52.3,57.6,1663545600000,0.01,259.6,Light Rain,,1005.9,,37.3,29.84,8.33,36.8,"Rain, Partially cloudy",,
233.67,75.1,87.7,9.9,11.7,2022-09-20T00:00:00-06:00,15.0,84.0,45.1,63.1,1663632000000,0.0,296.8,,,1009.0,,31.7,23.26,0.0,21.2,Partially cloudy,,
245.17,61.7,74.9,9.7,25.0,2022-09-21T00:00:00-06:00,9.3,,91.4,50.6,1663718400000,0.05,184.7,Light Rain,,1013.3,,44.8,57.98,16.67,34.4,"Rain, Overcast",,
160.88,48.8,52.6,4.4,12.2,2022-09-22T00:00:00-06:00,2.4,,100.0,45.8,1663804800000,0.05,47.8,"Drizzle, Mist, Heavy Drizzle, Light Drizzle, Fog, Light Rain",,1021.5,,46.9,93.18,29.17,,"Rain, Overcast",40.8,
208.88,63.8,80.7,8.1,12.1,2022-09-23T00:00:00-06:00,16.4,78.7,30.7,45.3,1663891200000,0.0,326.0,"Mist, Light Drizzle, Fog",,1015.0,,36.1,46.76,0.0,33.3,Partially cloudy,41.0,
189.25,64.5,79.2,9.9,16.0,2022-09-24T00:00:00-06:00,16.2,,2.9,49.7,1663977600000,0.0,320.5,,,1011.2,,33.0,34.87,0.0,24.5,Clear,48.6,
221.71,59.7,69.5,9.9,16.6,2022-09-25T00:00:00-06:00,15.8,,1.7,48.1,1664064000000,0.0,313.9,,,1015.3,,31.6,35.29,0.0,28.2,Clear,44.4,
207.71,63.6,82.0,9.9,19.3,2022-09-26T00:00:00-06:00,16.1,79.7,11.2,43.8,1664150400000,0.0,319.1,,,1017.9,,31.2,35.32,0.0,25.0,Clear,39.4,
205.33,62.8,76.3,9.9,16.2,2022-09-27T00:00:00-06:00,7.2,,69.1,51.9,1664236800000,0.0,143.6,"Lightning Without Thunder, Light Rain",,1014.0,,35.4,37.38,0.0,27.8,Partially cloudy,,
118.92,64.7,79.2,9.9,14.3,2022-09-28T00:00:00-06:00,7.9,,59.4,52.9,1664323200000,0.0,156.1,,,1016.4,,38.8,40.27,0.0,29.1,Partially cloudy,,
148.13,67.0,78.7,9.9,13.1,2022-09-29T00:00:00-06:00,7.5,,74.4,53.0,1664409600000,0.01,148.1,,,1010.7,,36.1,34.41,4.17,25.6,"Rain, Partially cloudy",,
254.96,65.0,77.9,9.9,21.7,2022-09-30T00:00:00-06:00,11.9,,44.0,54.6,1664496000000,0.0,235.2,,,1004.2,,37.2,37.91,0.0,35.8,Partially cloudy,,
244.92,59.6,71.8,9.9,17.5,2022-10-01T00:00:00-06:00,7.8,,76.0,50.9,1664582400000,0.05,154.9,Light Rain,,1007.1,,43.3,56.91,12.5,27.7,"Rain, Overcast",,
155.38,57.0,66.6,9.9,19.2,2022-10-02T00:00:00-06:00,6.1,,61.9,49.1,1664668800000,0.0,120.2,Light Rain,,1009.5,,43.1,61.26,0.0,27.1,Partially cloudy,46.6,
185.04,59.0,69.9,9.9,14.5,2022-10-03T00:00:00-06:00,7.4,,70.7,49.8,1664755200000,0.0,146.6,,,1009.9,,38.3,49.03,0.0,24.2,Partially cloudy,47.4,
267.08,56.1,65.6,9.9,13.8,2022-10-04T00:00:00-06:00,9.9,,86.3,51.4,1664841600000,0.03,196.9,,,1010.3,,42.7,62.03,16.67,31.1,"Rain, Overcast",,
207.04,54.8,62.0,9.9,9.3,2022-10-05T00:00:00-06:00,8.9,,85.7,50.7,1664928000000,0.05,176.6,Light Rain,,1014.3,,43.9,67.44,12.5,,"Rain, Overcast",,
187.96,56.0,67.6,9.9,9.9,2022-10-06T00:00:00-06:00,15.7,,30.7,43.7,1665014400000,0.0,335.0,,,1016.6,,36.4,50.8,0.0,18.3,Partially cloudy,39.1,
168.92,44.2,55.0,6.6,13.1,2022-10-07T00:00:00-06:00,2.5,,82.8,40.3,1665100800000,0.02,53.2,"Mist, Light Drizzle, Fog",,1024.2,,39.2,84.15,12.5,,"Rain, Overcast",34.3,
135.42,49.1,61.0,8.9,9.6,2022-10-08T00:00:00-06:00,11.9,,56.0,41.8,1665187200000,0.0,255.2,"Mist, Light Rain",,1027.0,,38.5,69.27,4.17,,Partially cloudy,39.7,
179.58,54.6,67.7,9.9,8.6,2022-10-09T00:00:00-06:00,14.9,,14.8,41.3,1665273600000,0.0,318.5,,,1017.4,,32.2,46.55,0.0,,Clear,36.8,
175.48,56.6,70.8,9.9,11.2,2022-10-10T00:00:00-06:00,7.9,,26.2,42.2,1665360000000,0.0,167.8,,,1011.5,,27.9,36.68,0.0,18.3,Partially cloudy,36.7,
252.75,61.4,75.0,9.9,23.5,2022-10-11T00:00:00-06:00,9.0,,29.0,49.5,1665446400000,0.0,191.7,,,1003.3,,22.2,24.78,0.0,36.8,Partially cloudy,45.3,
130.88,54.0,72.4,9.9,13.9,2022-10-12T00:00:00-06:00,14.1,,3.0,39.3,1665532800000,0.0,300.9,,,1011.9,,28.3,41.54,0.0,26.7,Clear,36.6,
127.96,50.2,63.7,9.9,11.9,2022-10-13T00:00:00-06:00,14.3,,9.8,35.1,1665619200000,0.0,306.5,,,1018.1,,28.1,45.53,0.0,21.9,Clear,28.5,
198.58,57.4,73.8,9.9,9.5,2022-10-14T00:00:00-06:00,14.7,,6.3,42.5,1665705600000,0.0,313.7,,,1008.7,,18.1,25.69,0.0,,Clear,39.0,
172.83,54.4,65.7,9.9,21.9,2022-10-15T00:00:00-06:00,11.8,,20.6,39.8,1665792000000,0.0,251.4,,,1011.0,,23.3,30.68,0.0,31.3,Clear,34.4,
162.13,47.8,52.4,9.9,11.2,2022-10-16T00:00:00-06:00,4.7,,87.5,45.1,1665878400000,0.0,108.1,,,1016.5,,34.4,59.67,0.0,19.7,Overcast,41.8,
137.0,46.5,59.6,9.9,8.5,2022-10-17T00:00:00-06:00,8.6,,8.0,33.7,1665964800000,0.0,184.6,,0.0,1018.2,,30.0,54.91,0.0,,Clear,30.3,
139.21,49.7,67.0,9.9,16.3,2022-10-18T00:00:00-06:00,8.2,,1.1,34.1,1666051200000,0.0,190.6,,,1018.8,,20.7,36.49,0.0,25.3,Clear,27.9,
243.83,58.1,74.8,9.9,15.8,2022-10-19T00:00:00-06:00,7.9,,2.3,42.6,1666137600000,0.0,182.7,,,1020.1,,14.6,20.03,0.0,27.7,Clear,38.2,
234.46,58.9,73.8,9.9,12.2,2022-10-20T00:00:00-06:00,8.9,,8.6,41.9,1666224000000,0.0,205.8,,,1012.4,,10.6,16.62,0.0,21.6,Clear,37.4,
286.5,63.0,72.3,9.9,14.5,2022-10-21T00:00:00-06:00,11.1,,36.2,50.7,1666310400000,0.0,257.8,,,1002.1,,11.9,13.76,0.0,30.5,Partially cloudy,,
234.96,61.5,74.0,9.9,19.1,2022-10-22T00:00:00-06:00,8.3,,6.3,52.6,1666396800000,0.0,192.9,,,993.6,,16.1,17.6,0.0,36.9,Clear,,
205.75,55.0,62.1,9.9,31.6,2022-10-23T00:00:00-06:00,7.3,,40.0,35.6,1666483200000,0.01,170.0,,,986.7,,23.9,31.11,8.33,50.7,"Rain, Partially cloudy",28.9,
188.63,37.0,45.3,9.9,10.0,2022-10-24T00:00:00-06:00,6.7,,42.1,30.1,1666569600000,0.0,155.4,,,1002.4,,21.2,54.3,0.0,18.3,Partially cloudy,24.0,
137.21,45.9,60.8,9.9,18.5,2022-10-25T00:00:00-06:00,6.3,,44.7,30.9,1666656000000,0.0,146.3,,,1008.1,,13.4,28.16,0.0,32.2,Partially cloudy,26.2,
113.13,46.2,57.0,9.9,16.7,2022-10-26T00:00:00-06:00,8.1,,56.4,35.9,1666742400000,0.0,186.5,,,1004.5,,21.3,38.0,0.0,25.8,Partially cloudy,32.6,
318.0,37.9,41.1,8.3,24.1,2022-10-27T00:00:00-06:00,4.3,,74.2,34.8,1666828800000,0.03,98.8,"Mist, Light Snow",,1006.9,,26.6,64.92,20.83,35.4,"Rain, Partially cloudy",24.2,
183.83,41.1,56.2,9.9,16.5,2022-10-28T00:00:00-06:00,8.2,,1.7,27.4,1666915200000,0.0,189.9,,,1022.4,,20.9,47.45,0.0,23.6,Clear,21.4,
96.79,44.4,58.4,9.9,17.8,2022-10-29T00:00:00-06:00,9.0,,8.5,29.0,1667001600000,0.0,227.8,,,1017.5,,14.5,33.78,0.0,25.0,Clear,21.0,
245.71,46.0,55.6,9.9,11.8,2022-10-30T00:00:00-06:00,5.4,,45.7,37.1,1667088000000,0.0,135.4,,,1013.5,,18.1,33.02,0.0,19.8,Partially cloudy,30.1,
168.25,47.6,62.3,9.9,9.2,2022-10-31T00:00:00-06:00,4.5,,7.0,34.4,1667174400000,0.0,113.0,,,1010.9,,16.3,32.55,0.0,17.2,Clear,28.2,
143.08,52.5,68.4,9.9,20.0,2022-11-01T00:00:00-06:00,11.0,,27.2,39.0,1667260800000,0.0,276.7,,,1008.7,,16.8,26.78,0.0,29.3,Partially cloudy,34.2,
203.63,58.3,69.7,9.9,22.3,2022-11-02T00:00:00-06:00,6.8,,41.8,52.4,1667347200000,0.0,171.6,,,1002.0,,12.1,16.35,0.0,34.7,Partially cloudy,,
207.21,43.3,53.0,9.7,18.2,2022-11-03T00:00:00-06:00,4.2,,58.0,30.2,1667433600000,0.0,105.1,"Light Snow, Mist, Precipitation In Vicinity, Light Rain And Snow, Light Rain",,999.0,,23.9,49.0,0.0,41.5,Partially cloudy,20.1,
175.75,32.9,42.0,9.9,9.7,2022-11-04T00:00:00-06:00,6.2,,52.9,27.2,1667520000000,0.0,156.5,,,1004.5,,19.3,59.02,0.0,17.2,Partially cloudy,19.9,
164.88,44.5,62.0,9.9,21.3,2022-11-05T00:00:00-06:00,5.8,,45.8,25.9,1667606400000,0.0,145.3,,,998.3,,19.3,39.07,0.0,47.2,Partially cloudy,18.6,
151.16,42.0,47.4,9.9,21.1,2022-11-06T00:00:00-06:00,6.7,,59.5,35.9,1667692800000,0.0,170.3,,,1006.4,,20.1,41.75,0.0,30.2,Partially cloudy,29.5,
152.04,38.7,49.6,8.9,14.3,2022-11-07T00:00:00-07:00,4.4,,62.6,29.5,1667779200000,0.0,110.9,Mist,,1013.3,,26.8,64.3,0.0,27.4,Partially cloudy,22.1,
162.63,52.4,70.0,9.9,20.1,2022-11-08T00:00:00-07:00,6.5,,23.7,38.5,1667865600000,0.0,164.5,,,1008.1,,20.1,34.74,0.0,32.4,Clear,34.8,
145.71,54.8,69.7,9.9,28.9,2022-11-09T00:00:00-07:00,4.8,,27.2,40.8,1667952000000,0.0,112.2,,,997.2,,17.4,29.71,0.0,46.5,Partially cloudy,36.8,
155.96,39.9,48.5,9.7,19.3,2022-11-10T00:00:00-07:00,4.5,,29.0,28.5,1668038400000,0.01,104.9,Light Snow,,1003.9,,6.0,26.86,4.17,39.1,"Rain, Partially cloudy",18.7,
176.08,24.4,28.8,7.4,13.0,2022-11-11T00:00:00-07:00,2.9,,64.2,20.2,1668124800000,0.02,67.8,"Light Snow, Mist",1.18,1020.6,,18.6,78.76,16.67,24.2,"Rain, Partially cloudy",9.7,
151.83,29.5,46.3,9.9,12.0,2022-11-12T00:00:00-07:00,4.4,,26.6,15.3,1668211200000,0.0,101.0,,,1023.7,,10.2,48.06,0.0,17.2,Partially cloudy,6.9,
194.33,36.6,53.2,9.9,20.6,2022-11-13T00:00:00-07:00,3.5,,50.0,21.5,1668297600000,0.0,81.4,,,1013.9,,2.8,28.54,0.0,30.0,Partially cloudy,13.0,
230.96,27.5,34.9,9.7,17.8,2022-11-14T00:00:00-07:00,3.9,,77.1,21.7,1668384000000,0.0,89.3,,,1020.9,,10.2,48.14,0.0,30.2,Overcast,12.7,
224.08,24.3,30.7,9.3,9.5,2022-11-15T00:00:00-07:00,3.9,,68.9,17.8,1668470400000,0.0,91.2,Light Snow,,1029.5,,13.8,64.32,0.0,17.2,Partially cloudy,8.6,
235.96,27.4,39.4,9.9,10.4,2022-11-16T00:00:00-07:00,1.4,,23.4,16.0,1668556800000,0.0,33.3,,,1032.4,,3.8,37.77,0.0,19.7,Clear,6.0,
124.83,23.8,31.1,8.5,18.1,2022-11-17T00:00:00-07:00,3.0,,67.6,17.7,1668643200000,0.02,69.8,Light Snow,1.18,1029.0,,11.2,59.55,12.5,29.9,"Rain, Partially cloudy",6.3,
195.71,13.2,19.0,4.9,13.2,2022-11-18T00:00:00-07:00,5.8,,70.1,10.2,1668729600000,0.06,134.3,"Light Snow, Mist, Snow",3.94,1030.6,,7.7,78.51,37.5,23.0,"Rain, Partially cloudy",-3.2,
178.67,22.7,35.6,9.9,11.5,2022-11-19T00:00:00-07:00,3.0,,3.7,10.2,1668816000000,0.0,68.8,,1.97,1032.4,,8.0,53.71,4.17,18.3,Clear,-2.0,
190.04,34.3,50.9,9.9,15.0,2022-11-20T00:00:00-07:00,3.0,,0.0,18.6,1668902400000,0.0,69.1,,,1025.4,,3.6,31.48,0.0,23.0,Clear,7.8,
153.38,36.9,52.2,9.9,10.9,2022-11-21T00:00:00-07:00,3.0,,3.4,24.6,1668988800000,0.0,70.2,,,1024.4,,3.9,26.83,0.0,,Clear,14.9,
198.46,41.7,53.8,9.9,14.3,2022-11-22T00:00:00-07:00,3.4,,31.0,28.7,1669075200000,0.0,78.8,,,1017.4,,2.5,20.52,0.0,21.9,Partially cloudy,20.4,
163.25,38.3,54.9,9.9,21.6,2022-11-23T00:00:00-07:00,4.3,,50.7,26.3,1669161600000,0.0,108.5,,,1007.5,,3.9,27.34,0.0,35.3,Partially cloudy,18.8,
320.92,33.0,38.7,9.9,27.7,2022-11-24T00:00:00-07:00,3.5,,50.4,27.7,1669248000000,0.0,81.3,Light Snow,,1018.6,,18.8,55.92,0.0,40.7,Partially cloudy,17.8,
195.58,38.3,53.9,9.9,9.2,2022-11-25T00:00:00-07:00,2.2,,4.0,23.5,1669334400000,0.0,51.3,,,1020.5,,9.7,33.39,0.0,17.2,Clear,15.1,
177.42,43.3,60.1,9.9,23.1,2022-11-26T00:00:00-07:00,2.7,,30.3,30.0,1669420800000,0.0,62.7,,,1006.4,,14.4,32.6,0.0,31.0,Partially cloudy,23.7,
134.75,35.0,42.4,8.8,14.6,2022-11-27T00:00:00-07:00,2.9,,64.1,29.2,1669507200000,0.0,66.3,"Light Snow, Mist",,1004.2,,25.0,67.79,4.17,21.9,Partially cloudy,22.4,
210.17,41.6,59.0,9.9,17.6,2022-11-28T00:00:00-07:00,2.9,,35.6,27.4,1669593600000,0.0,68.0,,,998.2,,10.2,31.07,0.0,33.4,Partially cloudy,16.8,
195.17,18.4,27.7,7.7,20.1,2022-11-29T00:00:00-07:00,1.8,,67.3,10.8,1669680000000,0.15,40.7,Light Snow,1.18,1009.1,,11.1,72.9,29.17,34.0,"Rain, Partially cloudy",0.1,
182.88,21.4,31.5,9.5,7.8,2022-11-30T00:00:00-07:00,1.4,,22.3,10.4,1669766400000,0.0,32.3,Fog,1.18,1024.8,,11.0,64.26,0.0,17.2,Clear,0.2,
158.88,46.0,57.8,9.9,24.7,2022-12-01T00:00:00-07:00,2.3,,38.5,27.6,1669852800000,0.0,53.5,,,1010.2,,12.2,27.01,4.17,52.8,Partially cloudy,18.7,
221.63,46.5,55.4,9.9,30.8,2022-12-02T00:00:00-07:00,2.2,,26.7,23.7,1669939200000,0.0,51.6,,,1006.9,,14.7,28.75,0.0,54.9,Partially cloudy,9.5,
131.21,27.8,40.4,9.9,15.0,2022-12-03T00:00:00-07:00,3.7,,40.2,14.9,1670025600000,0.0,93.1,,,1029.1,,8.2,44.68,0.0,35.8,Partially cloudy,7.5,
195.38,39.6,46.5,9.9,17.0,2022-12-04T00:00:00-07:00,3.5,,46.0,32.8,1670112000000,0.0,80.3,,,1019.2,,19.1,43.97,0.0,30.0,Partially cloudy,26.5,
190.29,44.6,60.2,9.9,13.9,2022-12-05T00:00:00-07:00,3.3,,36.1,33.1,1670198400000,0.0,76.3,,,1005.1,,19.1,38.96,0.0,36.0,Partially cloudy,24.6,
203.58,36.6,46.0,9.9,11.5,2022-12-06T00:00:00-07:00,1.8,,32.1,25.2,1670284800000,0.0,45.0,,,1004.9,,20.1,51.96,0.0,33.3,Partially cloudy,20.1,
185.71,36.9,47.9,9.9,12.9,2022-12-07T00:00:00-07:00,1.7,,24.9,28.5,1670371200000,0.0,38.3,,,1011.7,,18.3,47.94,0.0,18.3,Clear,21.7,
241.33,36.7,47.1,9.9,21.8,2022-12-08T00:00:00-07:00,1.3,,9.5,24.1,1670457600000,0.0,31.2,,,1017.6,,5.6,33.89,0.0,40.4,Clear,17.2,
91.5,31.5,42.5,9.9,13.3,2022-12-09T00:00:00-07:00,1.3,,15.1,18.5,1670544000000,0.0,29.9,,,1016.7,,-0.2,26.1,0.0,26.4,Clear,10.6,
189.96,34.1,42.2,9.9,18.1,2022-12-10T00:00:00-07:00,1.7,,19.7,24.2,1670630400000,0.0,39.8,,,1012.9,,5.5,29.84,0.0,26.4,Clear,19.2,
146.54,44.0,60.6,9.9,17.8,2022-12-11T00:00:00-07:00,1.1,,29.5,30.3,1670716800000,0.0,24.9,,,1007.3,,0.8,18.07,0.0,38.0,Partially cloudy,22.5,
174.79,40.2,49.2,9.7,23.7,2022-12-12T00:00:00-07:00,3.5,,70.3,27.7,1670803200000,0.0,81.3,Light Snow,,994.1,,9.1,29.13,0.0,37.3,Partially cloudy,13.6,
246.25,22.4,26.1,9.3,22.4,2022-12-13T00:00:00-07:00,3.2,,85.1,13.9,1670889600000,0.01,74.7,Light Snow,,1000.0,,13.6,68.77,4.17,35.9,"Rain, Overcast",7.2,
153.54,20.9,31.1,9.9,8.1,2022-12-14T00:00:00-07:00,1.7,,28.3,11.5,1670976000000,0.0,39.9,,,1012.6,,8.1,57.99,0.0,,Partially cloudy,1.9,
166.71,19.0,26.0,8.9,12.8,2022-12-15T00:00:00-07:00,3.4,,65.0,13.0,1671062400000,0.01,84.7,Light Snow,,1018.1,,9.0,65.36,12.5,20.8,"Rain, Partially cloudy",2.5,
279.13,17.6,31.2,9.9,18.5,2022-12-16T00:00:00-07:00,0.9,,9.6,6.5,1671148800000,0.0,19.9,,,1022.0,,-5.2,38.96,0.0,37.2,Clear,-4.5,
139.04,20.2,33.8,9.9,10.2,2022-12-17T00:00:00-07:00,0.9,,2.3,10.7,1671235200000,0.0,20.8,,,1021.1,,-7.9,29.95,0.0,,Clear,1.5,
148.96,28.9,45.8,9.9,7.1,2022-12-18T00:00:00-07:00,3.3,,44.8,11.6,1671321600000,0.0,84.5,,,1015.9,,-4.5,25.52,0.0,,Partially cloudy,2.4,
207.96,32.8,46.1,9.9,11.0,2022-12-19T00:00:00-07:00,0.9,,15.0,23.0,1671408000000,0.0,23.9,,,1019.5,,-3.5,21.9,0.0,19.7,Clear,15.0,
163.25,29.9,44.4,9.9,8.8,2022-12-20T00:00:00-07:00,2.0,,58.3,15.6,1671494400000,0.0,50.5,,,1025.8,,2.8,33.76,0.0,,Partially cloudy,7.2,
272.5,33.5,48.8,9.9,20.6,2022-12-21T00:00:00-07:00,0.8,,31.2,3.4,1671580800000,0.0,19.2,Light Snow,,1012.2,,4.1,31.67,0.0,43.1,Partially cloudy,-11.0,
210.88,-5.7,-0.6,6.3,15.6,2022-12-22T00:00:00-07:00,0.9,,67.4,-9.4,1671667200000,0.07,24.1,"Light Snow, Mist",1.97,1030.2,,-13.7,67.71,37.5,30.0,"Rain, Partially cloudy",-25.5,
175.29,2.0,11.6,9.9,15.2,2022-12-23T00:00:00-07:00,0.8,,59.8,-9.8,1671753600000,0.0,21.3,,1.18,1037.3,,-11.5,53.62,0.0,28.9,Partially cloudy,-18.5,
182.63,33.9,46.6,9.9,8.1,2022-12-24T00:00:00-07:00,3.5,,30.6,14.2,1671840000000,0.0,82.0,,1.18,1028.2,,17.2,50.96,0.0,,Partially cloudy,13.4,
169.83,37.3,53.3,9.9,10.4,2022-12-25T00:00:00-07:00,3.3,,39.0,22.8,1671926400000,0.0,91.1,,,1022.6,,18.8,49.45,0.0,26.4,Partially cloudy,15.7,
142.13,33.0,40.9,9.9,11.7,2022-12-26T00:00:00-07:00,2.1,,47.4,25.3,1672012800000,0.0,48.4,,,1025.4,,24.0,69.79,0.0,17.2,Partially cloudy,18.8,
181.0,48.8,61.3,9.9,14.4,2022-12-27T00:00:00-07:00,3.1,,41.0,36.4,1672099200000,0.0,71.2,,,1005.8,,18.7,31.73,0.0,35.8,Partially cloudy,31.6,
125.08,44.0,50.0,9.2,14.2,2022-12-28T00:00:00-07:00,2.3,,79.9,34.1,1672185600000,0.18,58.9,"Mist, Light Snow, Light Rain And Snow, Light Rain",1.18,992.0,,26.1,51.68,16.67,32.5,"Rain, Overcast",25.0,
197.71,28.2,32.5,8.2,19.0,2022-12-29T00:00:00-07:00,0.6,,69.5,23.5,1672272000000,0.06,15.6,Light Snow,1.97,1003.6,,22.0,77.71,16.67,26.4,"Rain, Partially cloudy",16.5,
140.79,27.1,35.6,9.9,7.9,2022-12-30T00:00:00-07:00,0.9,,54.3,16.6,1672358400000,0.0,23.0,,1.18,1013.5,,14.3,58.8,0.0,,Partially cloudy,6.6,
178.33,42.3,54.5,9.9,13.0,2022-12-31T00:00:00-07:00,0.8,,43.5,27.7,1672444800000,0.0,21.3,,,1005.2,,22.3,45.65,0.0,39.1,Partially cloudy,22.0,
